titel;auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;isbn;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Anne en de strijd tegen de monstermeiden;Solberg, Audhild;JFB;Jeugd fictie 9-11 jaar rood;SOLB;;14.99;;;;NA1084763;5769487;N;B4;0;B;;4
Anne Frank;Cavallone, Maria Cecilia;JIK;Jeugd info: geschiedenis;;GEWER;12.95;;;;PI083579X;6135916;N;B5;0;B;;5
Anne Frank;Poole, Josephine;JFA;Jeugd fictie 7-8 jaar geel;POOL;;9.99;;;;NA0490601;3053637;N;B4;0;B;;4
Anne Frank;Sánchez Vegara, María Isabel;JIE;Jeugd info: weetjes;6+ - geel;WEBER;14.50;    ;;;NA1118544;6279923;N;B5;0;B;;4
Anne Frank;Van der Rol, Ruud;JIK;Jeugd info: geschiedenis;;GEWER;0.00;;;;PI0101214;3248763;N;B5;0;B;;5
Anne Frank en haar lotgenoten : het leven van Anne Frank en de ge;Lee, Carol Ann;JIK;Jeugd info: geschiedenis;;GEWER;17.95;    ;;;NA0500321;3072936;N;B5;0;B;;5
Anne Frank, mijn beste vriendin : het verhaal van Hanneli Goslar;Gold, Alison Leslie;JFC;Jeugd fictie 12-14 jaar blauw;GOLD;;14.99;;;;NA1034863;5104713;N;B4;0;B;;4
Anne of Green Gables;Montgomery, L.M.;JFC;Jeugd fictie 12-14 jaar;;;8.95;;;MONT;PI0719021;26885554;N;B4;0;B;;4
Anne van het Groene Huis;Montgomery, L.M.;JFB;Jeugd fictie 9-11 jaar rood;MONT;;19.95;;;;NA1140248;5835402;N;B4;0;U;;4
Anne van het groene huis;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;;;15.00;;;STIL;3,00E+13;30606123;N;B4;0;B;;4
Anne van het groene huis;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;;;15.00;;;STIL;3,00E+13;30733383;N;B4;0;B;;4
Annie;Gluck, Will;FSJ;Speelfilms jeugd;ANNI;;17.39;;;;NA1097849;5410086;N;D4;6;B;;2
Annie;Huston, John;FSJ;Speelfilms jeugd;ANNI;;10.95;;;;PI0705357;5358447;N;D4;6;B;;4
Annie;Huston, John;FSJ;Speelfilms jeugd;ANNI;;4.99;;;;NA0648876;3301856;N;D4;0;B;;2
Annie;Marshall, Rob;FSJ;Speelfilms jeugd;ANNI;;12.50;;;;NA0582964;2925043;N;D4;6;M;;2
Annie MG Schmidt : 8 dvd collectie;;FSJ;Speelfilms jeugd;;;36.48;    ;;SCHM;3,00E+13;6826288;N;D4;6;U;;4
Annoying girls;Bjärbo, Lisa;JFC;Jeugd fictie 12-14 jaar;;;17.99;;;BJÄR;3,00E+13;30733371;N;B4;0;U;;4
Annoying girls;Bjärbo, Lisa;JFC;Jeugd fictie 12-14 jaar blauw;;;17.99;;;BJÄR;3,00E+13;30611132;N;B4;0;U;;4
Ans & Wilma verdwaald;Reijs, Alice;JFA;Jeugd fictie 7-8 jaar geel;;;17.95;    ;HUV;REIJ;3,00E+13;7113500;N;B4;0;B;;4
Antarctica;Binns, Tristan Boyer;JII;Jeugd info: aarde - heelal;;AAWOE;11.00;;;;PI0632066;3729882;N;B5;0;B;;5
Antarctica : het werelddeel vol wonderen;Cuesta Hernando, Mario;JII;Jeugd info: aarde - heelal;;AAWOE;17.00;;;;3,00E+13;14619185;N;B5;0;U;;5
Antboy;Hasselbalch, Ask;FSJ;Speelfilms jeugd;ANTB;;13.95;;;;PI0736627;5453013;N;D4;6;U;;4
Antboy 3;Hasselbalch, Ask;FSJ;Speelfilms jeugd;ANTB;;20.99;;;;PI084411X;5770699;N;D4;6;B;;4
Antboy en de wraak van de rode furie;Hasselbalch, Ask;FSJ;Speelfilms jeugd;ANTB;;20.99;;;;PI0841013;5662647;N;D4;6;U;;4
Anti-fame : voor iedereen die overweegt beroemd te worden of het ;Auteur 404;YI0;Jongeren info;Media;;21.99;    ;;;NA1057510;6347848;N;B5;0;B;;3
Antoni Gaudí;Acín, Eduardo;JIN;Jeugd info: dagelijks leven;;DAGEB;12.95;;;;PI0836044;6135741;N;B5;0;B;;5
Antz;Darnell, Eric;FSJ;Speelfilms jeugd;ANTZ;;0.00;;;;PI0747920;2869126;N;D4;6;B;;4
Antz;Darnell, Eric;FSJ;Speelfilms jeugd;ANTZ;;5.99;;;;NA0656259;2869124;N;D4;6;A;;2
Antz;Darnell, Eric;FSJ;Speelfilms jeugd;ANTZ;;5.99;;;;NA0909688;2869123;N;D4;6;A;;2
ANWB jeugdatlas van de wereld;Hurst, Lucy;JIJ;Jeugd info: landen;;LAATL;0.00;;;;NA094758X;2938101;N;B5;0;B;;5
ANWB jeugdatlas van de wereld;Hurst, Lucy;JIJ;Jeugd info: landen;;LAATL;18.95;;;;PI0615226;4596278;N;B5;0;B;;5
Apache canyon;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Lucky Luke;;0.00;    ;;;NA0150827;6418520;N;S4;0;B;;4
Apen;;JIH;Jeugd info: natuur;;NAZOO;13.99;;;;PI0432288;4599814;N;D4;0;B;;5
Apen;Grundmann, Emmanuelle;JIH;Jeugd info: natuur;;NAZOO;12.95;;;;PI0672491;5102297;N;B5;0;B;;5
Apen en mensapen;Eason, Sarah;JIH;Jeugd info: natuur;;NAZOO;13.00;;;;PI0579645;4350390;N;B5;0;B;;5
Apen in huis;Nys, Jef;SJA;Strips jeugd 6-8 jaar;Jommeke;;7.25;    ;;;3,00E+13;26999107;N;S4;0;U;;4
Apen te koop;Nys, Jef;SJA;Strips jeugd 6-8 jaar;Jommeke;;5.25;    ;;;NA0720097;4724347;N;S4;0;U;;4
Apenstreken;Duchateau, Kim;SJA;Strips jeugd 6-8 jaar;Suske en Wiske junior;;7.99;    ;;;3,00E+13;28514230;N;S4;0;U;;4
Apenstreken;Duchateau, Kim;SJA;Strips jeugd 6-8 jaar;Suske en Wiske junior;;7.99;    ;;;3,00E+13;28514251;N;S4;0;U;;4
Apenstreken;Van Straaten, Harmen;JFA;Jeugd fictie 7-8 jaar geel;VANS;;9.95;;;;NA0879266;4068630;N;B4;0;U;;4
Apestreken;Legendre, Marc;SJB;Strips jeugd 9-11 jaar;Sam;;3.97;;;;NA0395374;2751741;N;S4;0;U;;4
Apocalyps;Geinz;SJC;Strips jeugd 12-14 jaar;Rosse Ridder;;9.99;    ;;;3,00E+13;7638343;N;S4;0;B;;4
Apocalyps;Meyer, Marissa;YF0;Adolescenten;;;21.99;;;MEYE;3,00E+13;14608886;N;BA;0;B;;4
Apocalyps;Meyer, Marissa;YF0;Jongeren fictie grijs;;;20.99;;;MEYE;3,00E+13;14633807;N;B4;0;B;;4
Apocalypse boy;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;6.95;    ;;;NA1156217;4573948;N;S4;0;U;;4
Apollo;Vandevelde, Johan;YF0;Adolescenten;VAND;;19.99;;;;PI0792896;5987650;N;BA;0;B;;4
Apollo;Vandevelde, Johan;YF0;Jongeren fictie grijs;VAND;;19.99;;;;NA115673X;5987647;N;BA;0;B;;4
Appelmoes met kaarsjes;Wyckmans, Anne;JFA;Jeugd fictie 7-8 jaar geel;WYCK;;13.95;;;;NA0544817;2955088;N;B4;0;B;;4
Applaus ! : de leukste ideeen voor je eigen toneelstuk;Manning, Mick;JIO;Jeugd info: vrije tijd - kunst;;VRTON;0.00;;;;PI0343188;2881834;N;B5;0;B;;5
Applaus voor mijn vinger;Van Os, Erik;JP0;Jeugd poëzie;;;17.99;;;OS;3,00E+13;25516067;N;B5;0;B;;5
Apple Twist;Peeters, Raf;GES;Spellen Smartgames;;;24.99;    ;;;3,00E+13;25615864;N;LN;0;U;;4
Apps;Dickmann, Nancy;JIF;Jeugd info: wetenschappen;;WTCOM;17.95;;;DICK;#250717032009823;32009823;N;B5;0;I;;5
Apps maken voor kids voor Dummies;Bergner, Nadine;JIF;Jeugd info: wetenschappen;;WTCOM;14.99;;;;PI0793051;5832917;N;B5;0;B;;5
April;Lord, Gabrielle;JFC;Jeugd fictie 12-14 jaar;LORD;;9.95;;;;PI0534412;4062194;N;B4;0;B;;4
April is de wreedste maand;Kromhout, Rindert;YF0;Adolescenten;KROM;;15.95;;;;PI0643270;4993314;N;BA;0;B;;4
April is de wreedste maand;Kromhout, Rindert;YF0;Jongeren fictie grijs;KROM;;15.95;;;;NA0863203;4993311;N;BA;0;B;;4
Aquarel;Clarke, Michael;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;0.00;;;;NA0078069;3753081;N;B5;0;B;;5
Aquarel;Clarke, Michael;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;0.00;;;;PI0194697;3753083;N;B5;0;B;;5
Aquasfeer X56A;Embrechts, Luc;JFB;Jeugd fictie 9-11 jaar;EMBR;;12.50;;;;PI0719722;5464781;N;B4;0;B;;4
Aquasfeer X56A;Embrechts, Luc;JFB;Jeugd fictie 9-11 jaar rood;EMBR;;12.50;;;;NA0924814;5464778;N;B4;0;U;;4
Aquila;Poznanski, Ursula;YF0;Adolescenten;POZN;;19.95;;;;PI0841625;6312114;N;BA;0;B;;4
Aquila;Poznanski, Ursula;YF0;Jongeren fictie grijs;POZN;;19.95;;;;NA117035X;6312111;N;BA;0;B;;4
Arabesk;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;4.50;    ;;;NA0556874;3082536;N;S4;0;B;;4
Arabië en Azië;Cooke, Tim;JIK;Jeugd info: geschiedenis;;GEONT;19.00;;;;PI0672645;5296784;N;B5;0;B;;5
Arabische oryx;Ganeri, Anita;JIH;Jeugd info: natuur;;NAZOO;11.00;;;;PI0706388;5220225;N;B5;0;B;;5
Arabische sprookjes;Al Galidi, Rodaan;JFB;Jeugd fictie 9-11 jaar rood;ALGA;;19.99;;;;NA1162225;6228915;N;B4;0;B;;4
Arachnea;Van Hamme, Jean;SJC;Strips jeugd 12-14 jaar;Thorgal;;4.98;    ;;;NA0392774;6537933;N;S4;0;B;;4
Archeologie;Barnes, Trevor;JIK;Jeugd info: geschiedenis;;GEGES;0.00;;;;PI0375713;2987778;N;B5;0;B;;5
Archeologie;MacIntosh, Jane;JIK;Jeugd info: geschiedenis;;GEGES;0.00;;;;PI0099961;4178481;N;B5;0;B;;5
Archeologie;MacIntosh, Jane;JIK;Jeugd info: geschiedenis;;GEGES;0.00;    ;;;NA0061867;4178479;N;B5;0;B;;5
Archie Greene en de vloek van de alchemist;Everest, D.D;JFB;Jeugd fictie 9-11 jaar;EVER;;17.99;;;;PI0759775;5762603;N;B4;0;A;;4
Archie Greene en de vloek van de alchemist;Everest, D.D;JFB;Jeugd fictie 9-11 jaar rood;EVER;;17.99;;;;NA1140108;5762600;N;B4;0;B;;4
Archie Greene en het geheim van de magiër;Everest, D.D;JFB;Jeugd fictie 9-11 jaar;EVER;;12.50;;;;PI0686107;5373884;N;B4;0;A;;4
Archie Greene en het geheim van de magiër;Everest, D.D;JFB;Jeugd fictie 9-11 jaar rood;EVER;;12.50;;;;NA0895032;5373882;N;B4;0;B;;4
Arenden;Morgan, Sally;JIH;Jeugd info: natuur;;NAVOG;0.00;;;;NA0582336;3255846;N;B5;0;B;;5
Arenden;Morgan, Sally;JIH;Jeugd info: natuur;;NAVOG;0.00;;;;PI0426482;3255848;N;B5;0;B;;5
Arenden;Nobleman, Marc Tyler;JIH;Jeugd info: natuur;;NAVOG;16.00;;;;PI0519359;3955377;N;B5;0;B;;5
Arenden;Nobleman, Marc Tyler;JIH;Jeugd info: natuur;9+ - rood;NAVOG;16.00;;;;3,00E+13;26728024;N;B5;0;B;;5
Arendsoog : een brug te ver;Desmet, Thomas;YF0;Jongeren fictie grijs;;;16.99;;;DESM;3,00E+13;29629241;N;B4;0;B;;4
Aretha Franklin;Sánchez Vegara, María Isabel;JIE;Jeugd info: weetjes;6+ - geel;WEBER;16.99;;;;3,00E+13;31596112;N;B5;0;F;;5
Arf Arf;Bouden, Tom;SJB;Strips jeugd 9-11 jaar;Kroepie en Boelie Boemboem ;;9.95;    ;;;3,00E+13;6197565;N;S4;0;B;;4
Arianne & Charlot;Van Campenhout, Herman;JFC;Jeugd fictie 12-14 jaar;CAMP;;12.95;;;;PI0781215;5923950;N;B4;0;A;;4
Aristoteles & Dante duiken in de wateren van de wereld;Sáenz, Benjamin Alire;YF0;Adolescenten;;;19.99;;;SÁEN;3,00E+13;24215321;N;BA;0;B;;4
Aristoteles & Dante duiken in de wateren van de wereld;Sáenz, Benjamin Alire;YF0;Jongeren fictie grijs;;;19.99;;;SÁEN;3,00E+13;24177880;N;B4;0;B;;4
Aristoteles & Dante ontdekken de geheimen van het universum;Sáenz, Benjamin Alire;YF0;Adolescenten;ALIR;;18.99;;;;PI0797944;5920988;N;BA;0;B;;4
Aristoteles & Dante ontdekken de geheimen van het universum;Sáenz, Benjamin Alire;YF0;Jongeren fictie grijs;SAEN;;10.00;    ;;;NA110313X;5920985;N;BA;0;B;;4
Arizona en Lucky Luke tegen Caesar Sigaret;Morris;SJB;Strips jeugd 9-11 jaar;Lucky Luke;;0.00;    ;;;NA0010359;6416550;N;S4;0;B;;4
Arm- en beenbreuk;Bouden, Tom;SJA;Strips jeugd 6-8 jaar;Lustige kapoentjes;;7.95;    ;;;NA1099353;4591335;N;S4;0;U;;4
Armada;Cline, Ernest;YF0;Adolescenten;CLIN;;17.50;;;;PI0717126;5577832;N;BA;0;B;;4
Armandus de Zoveelste;Leue, Dimitri;JFB;Jeugd fictie 9-11 jaar;LEUE;;19.95;;;;PI0544124;4158234;N;B4;0;B;;4
Armoede;Spilsbury, Louise;JIN;Jeugd info: dagelijks leven;;DAMAA;16.95;;;SPIL;#250805032073483;32073483;N;B5;0;I;;5
Armoede;Spilsbury, Louise;JIN;Jeugd info: dagelijks leven;;DASAM;14.00;;;;PI0832901;6057725;N;B5;0;B;;5
Armoede : veranderende standpunten 1900-2000;Garlake, Teresa;JIN;Jeugd info: dagelijks leven;;DAMAA;0.00;    ;;;NA0940399;6637313;N;B5;0;B;;5
Armoede in de wereld;Bowden, Rob;JIN;Jeugd info: dagelijks leven;;DASAM;0.00;;;;PI0435988;3347253;N;B5;0;A;;5
Arno hand in hand;Kuipers, Ben;JFA;Jeugd fictie 7-8 jaar geel;KUIP;;0.00;;;;NA0217352;2775089;N;B4;0;A;;4
Aroe : vijf dierenverhalen over bang zijn;Benoot, Joke;JFA;Jeugd fictie 7-8 jaar geel;;;19.95;;;BENO;3,00E+13;29039724;N;B4;0;B;;4
Arrietty : the borrower;Yonebayashi, Hiromasa;FSJ;Speelfilms jeugd;ARRI;;11.95;;;;PI0704628;4465482;N;D4;9;B;;4
Artemis Fowl;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar;COLF;;0.00;;;;3,00E+13;2910054;N;B4;0;B;;4
Artemis Fowl;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar;COLF;;0.00;;;;PI025715X;2845602;N;B4;0;B;;4
Artemis Fowl;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar;COLF;;0.00;;;;PI0362344;2910055;N;B4;0;B;;4
Artemis Fowl;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar blauw;COLF;;0.00;;;;NA0381187;2845600;N;B4;0;B;;4
Artemis Fowl en de tijdparadox;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar;COLF;;12.50;;;;PI0507628;3857539;N;B4;0;B;;4
Artemis Fowl en de tijdparadox;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar blauw;COLF;;12.50;;;;NA0691410;3857537;N;B4;0;B;;4
Artemis Fowl en het Atlantiscomplex;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar;COLF;;14.99;;;;PI0554685;4178027;N;B4;0;B;;4
Artemis Fowl en het Atlantiscomplex;Colfer, Eoin;JFC;Jeugd fictie 12-14 jaar blauw;COLF;;14.99;;;;NA0739731;4178024;N;B4;0;B;;4
Artemus de legendariër;Sobral, Patrick;SJB;Strips jeugd 9-11 jaar;Legendariërs;;8.95;    ;;;3,00E+13;29467241;N;S4;0;B;;4
Arthur : koning voor altijd;Crossley-Holland, Kevin;JFC;Jeugd fictie 12-14 jaar blauw;;;16.99;;;CROS;3,00E+13;27006713;N;B4;0;U;;4
Arthur Christmas;Smith, Sarah;FSJ;Speelfilms jeugd;ARTH;;22.95;;;;PI0615749;4780175;N;D4;0;B;;4
Arthur Christmas;Smith, Sarah;FSJ;Speelfilms jeugd;FILM ARTH;;11.95;;;;NA0987859;5109605;N;D4;0;A;;2
Arthur en de Minimoys;;FSJ;Speelfilms jeugd;ARTH;;14.99;;;;PI0840610;6324514;N;D4;0;B;;4
Arthur ontmaskerd;Reeve, Philip;JFC;Jeugd fictie 12-14 jaar blauw;REEV;;19.95;;;;NA0641405;3561607;N;B4;0;B;;4
Arthur ontmaskerd;Reeve, Philip;JFC;Jeugd fictie 12-14 jaar blauw;REEV;;19.95;;;;NA0844705;3561606;N;B4;0;B;;4
Arthur van Albion;Matthews, John;JIP;Jeugd info: taal;;TASPR;0.00;;;;PI0485624;3714275;N;B5;0;B;;5
Arthur wordt beroemd;Øvreås, Håkon;JFA;Jeugd fictie 7-8 jaar geel;OVRE;;15.99;;;;NA1035134;5672700;N;B4;0;B;;4
Artritis;Llewellyn, Claire;JIM;Jeugd info: mens;;MEZIE;0.00;;;;NA0381292;2845247;N;B5;0;B;;5
Artsen zonder grenzen;Ravn, Dorthe;JIN;Jeugd info: dagelijks leven;;DASAM;0.00;;;;NA0272590;6569404;N;B5;0;B;;5
Aru Shah en het einde van de tijd;Chokshi, Roshani;JFC;Jeugd fictie 12-14 jaar blauw;CHOK;;18.99;;;;NA1113968;6191707;N;B4;0;A;;4
Ash princess;Sebastian, Laura;YF0;Jongeren fictie grijs;SEBA;;18.99;;;;NA110568X;6187037;N;BA;0;B;;4
Assepoester;Van Deun, Koen;JFA;Jeugd fictie 7-8 jaar geel;;;19.95;;;VAND;3,00E+13;29941416;N;B4;0;B;;4
Assepoester III : terug in de tijd;Nissen, Frank;FSJ;Speelfilms jeugd;CIND;;16.95;;;;NA0801879;4754183;N;D4;0;M;;2
Assepoester is terug;Bat, Prunella;JFA;Jeugd fictie 7-8 jaar geel;BAT;;10.95;;;;NA0833924;4962296;N;B4;0;B;;4
Assepoester is terug;Bat, Prunella;JFA;Jeugd fictie 7-8 jaar geel;BAT;;10.95;;;;NA0942944;4962295;N;B4;0;U;;4
Assertivi-tuttifrutti : voor lieverds met lef;Goeminne, Siska;JIM;Jeugd info: mens;;MEGEV;16.50;;;;PI0530522;4014258;N;B5;0;B;;5
Assertivi-tuttifrutti : voor lieverds met lef;Goeminne, Siska;JIM;Jeugd info: mens;;MEGEV;16.50;    ;;;NA0711608;4014255;N;B5;0;B;;5
Assunta;Hermann;SJC;Strips jeugd 12-14 jaar;Schemerwoude (De torens van);;4.95;    ;;;NA0400793;6518643;N;S4;0;B;;4
Asterix : de Romeinse lusthof;Clichy, Louis;FSJ;Speelfilms jeugd;;;6.05;;;ASTE;3,00E+13;12217981;N;D4;0;B;;4
Asterix : de Romeinse lusthof;Clichy, Louis;FSJ;Speelfilms jeugd;;;6.15;    ;;ASTE;3,00E+13;12393972;N;D4;0;U;;4
Asterix : de Romeinse lusthof;Clichy, Louis;FSJ;Speelfilms jeugd;ASTE;;14.99;;;;NA0967351;5397671;N;D4;0;U;;2
Asterix : het geheim van de toverdrank;Clichy, Louis;FSJ;Speelfilms jeugd;;;11.75;;;ASTE;3,00E+13;17512434;N;D4;6;U;;4
Asterix bij de Picten;Ferri, Jean-Yves;SJB;Strips jeugd 9-11 jaar;Asterix;;6.49;    ;;;NA086546X;5017239;N;S4;0;U;;4
Asterix bij de Picten;Ferri, Jean-Yves;SJB;Strips jeugd 9-11 jaar;Asterix;;6.49;    ;;;NA0866873;5017240;N;S4;0;U;;4
Asterix bij de Picten;Ferri, Jean-Yves;SJB;Strips jeugd 9-11 jaar;Asterix;;6.49;    ;;;NA1081292;5017241;N;S4;0;B;;4
Asterix de Galliër;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;7.50;    ;;;3,00E+13;29949376;N;S4;0;T;;4
Asterix en Cleopatra;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;;;;NA0027014;4870848;N;S4;0;M;;4
Asterix en Cleopatra;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;17774415;N;S4;0;B;;4
Asterix en de Belgen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29489911;N;S4;0;B;;4
Asterix en de Belgen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29489935;N;S4;0;B;;4
Asterix en de Britten;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;;;;NA000992X;3554549;N;S4;0;B;;4
Asterix en de gladiatoren;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29497147;N;S4;0;U;;4
Asterix en de Goten;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;14628385;N;S4;0;B;;4
Asterix en de griffioen;Ferri, Jean-Yves;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;22964658;N;S4;0;U;;4
Asterix en de Helvetiërs;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29489967;N;S4;0;U;;4
Asterix en de Noormannen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29489998;N;S4;0;U;;4
Asterix en de Olympische Spelen;Forestier, Frédéric;FSJ;Speelfilms jeugd;ASTE;;10.50;    ;;;NA0813389;3671609;N;D4;0;U;;2
Asterix en de Olympische Spelen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;14751712;N;S4;0;B;;4
Asterix en de Olympische spelen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;7.50;    ;;;3,00E+13;30551380;N;S4;0;T;;4
Asterix en de race door de laars;Ferri, Jean-Yves;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;;;;NA0979996;6020789;N;S4;0;B;;4
Asterix en de ronde van Gallië;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;14751716;N;S4;0;B;;4
Asterix en de Vikingen;Fjeldmark, Stefan;FSJ;Speelfilms jeugd;ASTE;;6.60;;;;NA0796352;3403224;N;D4;0;B;;2
Asterix en de Vikingen;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;5.99;    ;;;NA0911577;3184916;N;S4;0;U;;4
Asterix en Latraviata;Uderzo, Albert;SJB;Strips jeugd 9-11 jaar;Asterix;;5.99;    ;;;NA059203X;6651013;N;S4;0;B;;4
Asterix in Hispania;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;    ;;;3,00E+13;29489980;N;S4;0;B;;4
Asterix in Indus-land;Uderzo, Albert;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;14628471;N;S4;0;U;;4
Asterix in Indus-land;Uderzo, Albert;SJB;Strips jeugd 9-11 jaar;Asterix;;6.95;    ;;;3,00E+13;29489835;N;S4;0;B;;4
Asterix op Corsica;Goscinny, René;SJB;Strips jeugd 9-11 jaar;Asterix;;0.00;;;;NA0009962;6614592;N;S4;0;M;;4
Asteroid escape;;GES;Spellen Smartgames;;;14.95;    ;;;NA1112120;6257655;N;LN;0;B;;5
Astma;Landau, Elaine;JIM;Jeugd info: mens;;MEZIE;12.00;;;;PI0562904;4264836;N;B5;0;B;;5
Astma;Llewellyn, Claire;JIM;Jeugd info: mens;;MEZIE;0.00;;;;NA0381381;2840592;N;B5;0;A;;5
Astrid Lindgren;Sánchez Vegara, María Isabel;JIP;Jeugd info: taal;6+ - geel;WEBER;14.50;    ;;;3,00E+13;17571989;N;B5;0;B;;5
Astro Storm;De Braeckeleer, Nico;JFA;Jeugd fictie 7-8 jaar geel;;;12.50;;;DEBR;3,00E+13;17800225;N;B4;0;B;;4
Astrochimp;Walliams, David;SJK;Strips jeugd klein formaat;Astrochimp;;17.95;    ;;;3,00E+13;31301826;N;B5;0;U;;5
Astrologie;Vertongen, Annemie;JIL;Jeugd info: geloven - denken;;DEGEL;16.99;;;;3,00E+13;24107631;N;B5;0;B;;5
Astrologie;Vertongen, Annemie;JIL;Jeugd info: geloven - denken;;DEGEL;16.99;;;RT;3,00E+13;23241685;N;B5;0;B;;5
Astronautenschool : stap voor stap een ruimtevaartuig leren bestu;Kespert, Deborah;JII;Jeugd info: aarde - heelal;;AASTE;14.95;;;;PI0672521;5117961;N;B5;0;B;;5
At world's end;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;4.50;    ;;;NA0620521;5959939;N;S4;0;B;;4
At world's end;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;7.95;    ;;;NA1156004;5959940;N;S4;0;B;;4
Aten de Romeinen echt flamingo's? en andere vragen over de Romein;Cooke, Tim;JIK;Jeugd info: geschiedenis;9+ - rood;GEGRI;16.50;;;;3,00E+13;30443963;N;B5;0;B;;5
Atlantis : de verzonken stad;Disney, Walt;JFA;Jeugd fictie 7-8 jaar geel;DISN;;0.00;;;;NA0373656;3106799;N;B4;0;B;;4
Atlantis : de verzonken stad;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;4.50;    ;;;NA0472697;4050085;N;S4;0;B;;4
Atlantis : de verzonken stad;Trousdale, Gary;FSJ;Speelfilms jeugd;;;21.78;;;ATLA;3,00E+13;14682562;N;D4;0;B;;4
Atlantis : de verzonken stad;Trousdale, Gary;FSJ;Speelfilms jeugd;ATLA;;10.95;;;;NA0937002;2867173;N;D4;0;A;;2
Atlantis : de verzonken stad;Trousdale, Gary;FSJ;Speelfilms jeugd;ATLA;;10.95;;;;NA1090305;2867174;N;D4;0;B;;2
Atlantis Escape;Peeters, Raf;GES;Spellen Smartgames;;;26.99;    ;;;3,00E+13;25650687;N;LN;0;U;;4
Atlantische Oceaan;Spilsbury, Louise;JII;Jeugd info: aarde - heelal;;AAOCE;0.00;;;;NA108657X;5689838;N;B5;0;B;;5
Atlantische Oceaan;Spilsbury, Louise;JII;Jeugd info: aarde - heelal;;AAOCE;12.00;;;;PI076289X;5689839;N;B5;0;B;;5
Atlas : een fantastische ontdekkingsreis langs de schatten van de;Mizielińska, Aleksandra;JIJ;Jeugd info: landen;;LAATL;19.99;;;;NA0830291;4925372;N;B5;0;B;;5
Atlas : een fantastische ontdekkingsreis langs de schatten van de;Mizielińska, Aleksandra;JIJ;Jeugd info: landen;;LAATL;19.99;;;;PI0635693;4925374;N;B5;0;A;;5
Atlas obscura voor de jonge ontdekkingsreiziger;Thuras, Dylan;JIJ;Jeugd info: landen;;LADEL;20.99;;;;NA1176145;6373535;N;B5;0;B;;5
Atlas van alles : reis van het midden van de aarde naar de rand v;Kuipers, André;JII;Jeugd info: aarde - heelal;6+ - geel;AASTE;17.99;;;;3,00E+13;30994176;N;B5;0;U;;5
Atlas van de 20ste eeuw;Pierre, Michel;JIK;Jeugd info: geschiedenis;;GETWI;0.00;    ;;;NA0946753;2838030;N;B5;0;B;;5
Atlas van de allergrootste reizen : ongelooflijke, interactieve v;Steele, Philip;JIK;Jeugd info: geschiedenis;;GEONT;19.99;;;;3,00E+13;14619129;N;B5;0;B;;5
